,idShow,idCategory
9913,4530,49
9914,4531,16
9915,4532,16
9916,4533,16
9917,4533,44
9918,4534,48
9919,4534,44
9920,4534,46
9921,4535,20
9922,4535,46
9923,4536,45
9924,4536,17
9925,4536,46
9926,4537,16
9927,4538,2
9928,4539,8
9929,4540,2
9930,4541,0
9931,4541,14
9932,4542,2
9933,4543,0
9934,4543,14
9935,4544,8
9936,4544,16
9937,4544,60
9938,4545,0
9939,4545,14
9940,4546,8
9941,4546,47
9942,4547,45
9943,4547,48
9944,4547,16
9945,4548,45
9946,4548,17
9947,4549,45
9948,4549,48
9949,4549,14
9950,4550,8
9951,4551,49
9952,4551,46
9953,4552,49
9954,4552,46
9955,4553,45
9956,4553,48
9957,4554,49
9958,4555,37
9959,4556,37
9960,4557,45
9961,4557,14
9962,4558,16
9963,4558,46
9964,4559,8
9965,4560,16
9966,4560,57
9967,4561,14
9968,4562,54
9969,4563,8
9970,4563,47
9971,4564,16
9972,4565,8
9973,4566,45
9974,4566,16
9975,4567,0
9976,4567,51
9977,4567,52
9978,4567,53
9979,4567,2
9980,4568,2
9981,4568,8
9982,4568,60
9983,4569,47
9984,4570,8
9985,4570,47
9986,4571,47
9987,4572,8
9988,4572,47
9989,4573,8
9990,4573,47
9991,4574,54
9992,4575,16
9993,4575,31
9994,4576,16
9995,4576,44
9996,4577,49
9997,4578,45
9998,4578,8
9999,4579,2
10000,4579,49
10001,4580,45
10002,4580,16
10003,4581,54
10004,4582,2
10005,4583,49
10006,4583,20
10007,4583,46
10008,4584,51
10009,4584,52
10010,4584,53
10011,4584,16
10012,4585,45
10013,4585,8
10014,4585,47
10015,4586,45
10016,4587,54
10017,4588,54
10018,4589,45
10019,4589,16
10020,4589,44
10021,4590,8
10022,4590,55
10023,4591,37
10024,4592,46
10025,4593,2
10026,4594,8
10027,4594,16
10028,4594,60
10029,4595,51
10030,4595,52
10031,4595,53
10032,4595,2
10033,4595,47
10034,4596,14
10035,4597,8
10036,4597,47
10037,4598,45
10038,4598,14
10039,4598,46
10040,4599,0
10041,4599,14
10042,4600,0
10043,4600,14
10044,4601,0
10045,4601,14
10046,4602,0
10047,4602,14
10048,4603,16
10049,4604,2
10050,4605,45
10051,4605,44
10052,4606,45
10053,4606,16
10054,4606,44
10055,4607,14
10056,4608,0
10057,4608,14
10058,4609,54
10059,4610,14
10060,4611,45
10061,4611,48
10062,4611,2
10063,4612,51
10064,4612,52
10065,4612,53
10066,4612,2
10067,4613,45
10068,4613,16
10069,4614,46
10070,4615,49
10071,4615,46
10072,4616,45
10073,4616,49
10074,4617,8
10075,4617,47
10076,4617,60
10077,4618,48
10078,4618,16
10079,4618,37
10080,4619,45
10081,4619,48
10082,4620,45
10083,4620,2
10084,4621,45
10085,4622,16
10086,4622,46
10087,4623,16
10088,4623,61
10089,4624,2
10090,4624,14
10091,4625,54
10092,4626,0
10093,4626,14
10094,4627,14
10095,4628,0
10096,4628,14
10097,4629,0
10098,4629,14
10099,4630,14
10100,4631,0
10101,4631,14
10102,4632,2
10103,4633,46
10104,4634,8
10105,4634,16
10106,4634,60
10107,4635,51
10108,4635,52
10109,4635,53
10110,4635,2
10111,4636,45
10112,4636,16
10113,4636,44
10114,4637,47
10115,4638,54
10116,4639,45
10117,4639,2
10118,4639,14
10119,4640,14
10120,4641,2
10121,4641,49
10122,4641,46
10123,4642,8
10124,4643,8
10125,4644,55
10126,4645,47
10127,4646,45
10128,4646,48
10129,4647,54
10130,4648,16
10131,4648,20
10132,4648,46
10133,4649,16
10134,4649,46
10135,4650,45
10136,4650,20
10137,4651,8
10138,4651,47
10139,4652,8
10140,4652,16
10141,4652,60
10142,4653,55
10143,4654,16
10144,4655,2
10145,4656,16
10146,4657,14
10147,4657,59
10148,4657,31
10149,4658,2
10150,4658,16
10151,4658,44
10152,4659,0
10153,4659,14
10154,4660,0
10155,4660,14
10156,4661,0
10157,4661,14
10158,4662,0
10159,4662,14
10160,4663,0
10161,4663,14
10162,4664,0
10163,4664,14
10164,4665,0
10165,4665,14
10166,4666,0
10167,4666,14
10168,4667,0
10169,4667,14
10170,4668,0
10171,4668,14
10172,4669,47
10173,4670,47
10174,4671,47
10175,4672,46
10176,4673,45
10177,4673,48
10178,4673,32
10179,4674,51
10180,4674,52
10181,4674,53
10182,4674,2
10183,4674,47
10184,4675,8
10185,4676,8
10186,4676,16
10187,4677,58
10188,4677,47
10189,4678,16
10190,4679,47
10191,4680,8
10192,4681,8
10193,4682,16
10194,4683,16
10195,4683,59
10196,4684,45
10197,4684,16
10198,4684,37
10199,4685,16
10200,4685,61
10201,4686,45
10202,4686,44
10203,4686,20
10204,4687,2
10205,4687,16
10206,4688,16
10207,4689,32
10208,4689,16
10209,4689,44
10210,4690,14
10211,4691,51
10212,4691,52
10213,4691,53
10214,4692,16
10215,4693,49
10216,4693,20
10217,4693,46
10218,4694,8
10219,4694,47
10220,4695,0
10221,4695,14
10222,4696,16
10223,4697,54
10224,4698,49
10225,4699,8
10226,4699,47
10227,4700,2
10228,4700,16
10229,4701,2
10230,4702,16
10231,4703,14
10232,4704,48
10233,4704,16
10234,4705,48
10235,4705,2
10236,4705,17
10237,4706,45
10238,4706,31
10239,4706,37
10240,4707,51
10241,4707,52
10242,4707,53
10243,4707,2
10244,4707,47
10245,4708,8
10246,4709,51
10247,4709,52
10248,4709,53
10249,4709,2
10250,4709,47
10251,4710,2
10252,4711,51
10253,4711,52
10254,4711,53
10255,4711,2
10256,4711,47
10257,4712,55
10258,4713,2
10259,4713,16
10260,4714,8
10261,4714,47
10262,4715,49
10263,4715,46
10264,4716,16
10265,4716,44
10266,4716,46
10267,4717,14
10268,4718,2
10269,4719,8
10270,4719,16
10271,4719,47
10272,4720,2
10273,4720,16
10274,4721,16
10275,4721,57
10276,4722,8
10277,4723,8
10278,4723,16
10279,4723,47
10280,4724,8
10281,4724,16
10282,4724,60
10283,4725,8
10284,4725,16
10285,4725,47
10286,4726,54
10287,4727,8
10288,4727,60
10289,4728,8
10290,4729,8
10291,4729,47
10292,4730,47
10293,4731,8
10294,4731,47
10295,4732,8
10296,4732,47
10297,4733,8
10298,4734,8
10299,4734,47
10300,4735,8
10301,4736,8
10302,4737,8
10303,4737,47
10304,4738,8
10305,4738,16
10306,4738,60
10307,4739,45
10308,4739,16
10309,4740,8
10310,4740,47
10311,4741,60
10312,4742,8
10313,4742,47
10314,4743,8
10315,4744,50
10316,4745,8
10317,4745,47
10318,4746,2
10319,4746,16
10320,4746,44
10321,4747,0
10322,4747,14
10323,4747,55
10324,4748,0
10325,4748,14
10326,4748,55
10327,4749,0
10328,4749,14
10329,4750,51
10330,4750,52
10331,4750,53
10332,4750,2
10333,4751,2
10334,4752,16
10335,4752,44
10336,4753,16
10337,4754,2
10338,4754,16
10339,4755,56
10340,4755,47
10341,4756,32
10342,4757,16
10343,4758,2
10344,4758,16
10345,4759,51
10346,4759,52
10347,4759,53
10348,4759,2
10349,4759,47
10350,4760,51
10351,4760,52
10352,4760,53
10353,4760,2
10354,4760,47
10355,4761,51
10356,4761,52
10357,4761,53
10358,4761,2
10359,4761,47
10360,4762,54
10361,4763,14
10362,4764,54
10363,4765,45
10364,4766,8
10365,4766,60
10366,4767,16
10367,4768,16
10368,4769,51
10369,4769,52
10370,4769,53
10371,4769,2
10372,4769,20
10373,4770,8
10374,4770,23
10375,4770,60
10376,4771,23
10377,4771,60
10378,4772,8
10379,4772,23
10380,4772,60
10381,4773,8
10382,4773,47
10383,4773,23
10384,4774,54
10385,4775,54
10386,4776,8
10387,4776,23
10388,4776,60
10389,4777,2
10390,4778,45
10391,4778,20
10392,4779,0
10393,4779,14
10394,4780,47
10395,4781,8
10396,4781,46
10397,4782,20
10398,4782,46
10399,4783,51
10400,4783,52
10401,4783,53
10402,4784,54
10403,4785,45
10404,4786,55
10405,4787,45
10406,4787,16
10407,4787,46
10408,4788,48
10409,4788,17
10410,4788,14
10411,4789,0
10412,4789,14
10413,4789,47
10414,4790,8
10415,4790,16
10416,4790,60
10417,4791,16
10418,4792,51
10419,4792,52
10420,4792,53
10421,4792,2
10422,4792,47
10423,4793,8
10424,4793,46
10425,4794,16
10426,4794,44
10427,4795,2
10428,4795,16
10429,4795,46
10430,4796,0
10431,4796,14
10432,4797,54
10433,4798,54
10434,4799,16
10435,4799,46
10436,4800,54
10437,4801,2
10438,4801,16
10439,4802,45
10440,4802,2
10441,4802,16
10442,4803,14
10443,4804,45
10444,4805,45
10445,4805,16
10446,4806,51
10447,4806,52
10448,4806,53
10449,4806,2
10450,4806,47
10451,4807,45
10452,4807,2
10453,4808,16
10454,4809,8
10455,4810,16
10456,4811,2
10457,4812,45
10458,4812,16
10459,4813,8
10460,4814,2
10461,4814,16
10462,4815,45
10463,4815,16
10464,4815,46
10465,4816,37
10466,4817,55
10467,4818,45
10468,4818,16
10469,4818,46
10470,4819,0
10471,4819,14
10472,4820,0
10473,4820,14
10474,4821,45
10475,4821,16
10476,4822,51
10477,4822,52
10478,4822,53
10479,4822,44
10480,4823,46
10481,4824,8
10482,4824,47
10483,4825,8
10484,4825,47
10485,4826,8
10486,4826,47
10487,4827,14
10488,4827,20
10489,4828,16
10490,4828,46
10491,4829,16
10492,4830,0
10493,4830,14
10494,4831,0
10495,4831,2
10496,4832,0
10497,4833,47
10498,4834,62
10499,4834,47
10500,4835,47
10501,4836,47
10502,4837,45
10503,4837,16
10504,4837,46
10505,4838,16
10506,4839,8
10507,4839,47
10508,4840,51
10509,4840,52
10510,4840,53
10511,4840,2
10512,4841,16
10513,4841,59
10514,4841,46
10515,4842,2
10516,4843,8
10517,4843,16
10518,4844,46
10519,4844,37
10520,4845,2
10521,4845,31
10522,4846,8
10523,4847,16
10524,4847,47
10525,4848,54
10526,4849,16
10527,4850,50
10528,4851,47
10529,4852,49
10530,4852,46
10531,4853,16
10532,4853,46
10533,4854,16
10534,4854,23
10535,4855,16
10536,4856,8
10537,4856,55
10538,4856,47
10539,4857,47
10540,4858,8
10541,4858,47
10542,4859,2
10543,4859,16
10544,4860,54
10545,4861,16
10546,4862,16
10547,4862,49
10548,4863,16
10549,4863,49
10550,4864,49
10551,4865,16
10552,4865,49
10553,4866,8
10554,4867,16
10555,4867,14
10556,4868,16
10557,4869,2
10558,4869,31
10559,4870,54
10560,4871,32
10561,4871,14
10562,4872,32
10563,4872,14
10564,4873,16
10565,4874,16
10566,4874,49
10567,4875,16
10568,4875,58
10569,4876,16
10570,4876,46
10571,4877,16
10572,4878,45
10573,4878,49
10574,4878,46
10575,4879,45
10576,4879,16
10577,4880,8
10578,4881,2
10579,4881,31
10580,4882,2
10581,4883,2
10582,4883,31
10583,4884,8
10584,4884,44
10585,4885,8
10586,4885,47
10587,4886,16
10588,4886,61
10589,4887,45
10590,4887,14
10591,4887,58
10592,4888,16
10593,4889,2
10594,4889,16
10595,4890,8
10596,4890,47
10597,4891,2
10598,4891,16
10599,4892,2
10600,4892,31
10601,4893,8
10602,4893,47
10603,4894,47
10604,4895,8
10605,4895,47
10606,4896,47
10607,4897,47
10608,4898,47
10609,4899,16
10610,4899,46
10611,4900,45
10612,4900,16
10613,4900,46
10614,4901,57
10615,4902,54
10616,4903,45
10617,4903,20
10618,4904,56
10619,4904,47
10620,4905,45
10621,4905,16
10622,4905,46
10623,4906,45
10624,4906,16
10625,4907,16
10626,4908,47
10627,4909,47
10628,4910,16
10629,4910,20
10630,4911,45
10631,4911,49
10632,4911,20
10633,4912,54
10634,4913,54
10635,4914,2
10636,4915,2
10637,4916,8
10638,4917,8
10639,4918,47
10640,4919,2
10641,4919,49
10642,4919,61
10643,4920,8
10644,4920,47
10645,4921,47
10646,4922,8
10647,4922,47
10648,4923,47
10649,4924,47
10650,4925,47
10651,4926,47
10652,4927,47
10653,4928,47
10654,4929,56
10655,4929,47
10656,4930,56
10657,4930,47
10658,4931,16
10659,4931,57
10660,4932,56
10661,4932,47
10662,4933,47
10663,4934,16
10664,4935,54
10665,4936,45
10666,4936,16
10667,4937,8
10668,4937,47
10669,4938,8
10670,4938,47
10671,4939,16
10672,4939,23
10673,4940,56
10674,4940,47
10675,4941,20
10676,4941,46
10677,4942,54
10678,4943,54
10679,4944,54
10680,4945,54
10681,4946,54
10682,4947,54
10683,4948,54
10684,4949,54
10685,4950,54
10686,4951,54
10687,4952,54
10688,4953,54
10689,4954,54
10690,4955,8
10691,4955,47
10692,4956,45
10693,4956,20
10694,4957,45
10695,4957,44
10696,4957,20
10697,4958,45
10698,4958,16
10699,4958,20
10700,4959,2
10701,4960,8
10702,4960,47
10703,4961,47
10704,4962,56
10705,4963,56
10706,4964,56
10707,4965,56
10708,4966,56
10709,4967,56
10710,4968,56
10711,4969,56
10712,4970,56
10713,4971,56
10714,4972,56
10715,4973,56
10716,4974,56
10717,4975,56
10718,4976,56
10719,4977,56
10720,4978,56
10721,4979,56
10722,4980,56
10723,4981,56
10724,4982,56
10725,4983,56
10726,4984,56
10727,4985,56
10728,4986,47
10729,4987,56
10730,4988,56
10731,4989,56
10732,4990,56
10733,4991,56
10734,4992,56
10735,4993,56
10736,4994,56
10737,4995,56
10738,4996,56
10739,4997,56
10740,4998,56
10741,4999,56
10742,5000,56
10743,5001,56
10744,5002,47
10745,5003,45
10746,5003,16
10747,5004,47
10748,5005,47
10749,5006,47
10750,5007,57
10751,5008,49
10752,5009,2
10753,5009,49
10754,5010,45
10755,5010,48
10756,5010,46
10757,5011,2
10758,5011,16
10759,5012,51
10760,5012,52
10761,5012,53
10762,5012,55
10763,5012,47
10764,5013,8
10765,5013,47
10766,5014,57
10767,5015,14
10768,5016,56
10769,5016,47
10770,5017,2
10771,5017,16
10772,5018,8
10773,5018,16
10774,5019,55
10775,5020,51
10776,5020,52
10777,5020,53
10778,5021,2
10779,5022,8
10780,5022,47
10781,5023,60
10782,5024,16
10783,5024,46
10784,5025,5
10785,5026,49
10786,5026,46
10787,5027,16
10788,5027,46
10789,5028,46
10790,5029,47
10791,5030,16
10792,5031,37
10793,5032,16
10794,5032,46
10795,5033,48
10796,5033,0
10797,5033,14
10798,5034,8
10799,5035,2
10800,5036,8
10801,5037,8
10802,5037,16
10803,5037,49
10804,5038,16
10805,5039,45
10806,5039,16
10807,5039,46
10808,5040,16
10809,5040,49
10810,5041,16
10811,5042,2
10812,5043,5
10813,5044,2
10814,5044,46
10815,5045,2
10816,5045,16
10817,5045,31
10818,5046,2
10819,5046,16
10820,5047,45
10821,5047,48
10822,5047,17
10823,5048,2
10824,5049,8
10825,5050,2
10826,5050,16
10827,5051,45
10828,5051,2
10829,5051,20
10830,5052,0
10831,5052,14
10832,5053,16
10833,5054,49
10834,5054,46
10835,5055,2
10836,5055,16
10837,5056,46
10838,5057,16
10839,5058,45
10840,5059,51
10841,5059,52
10842,5059,53
10843,5059,16
10844,5060,45
10845,5061,16
10846,5062,45
10847,5062,48
10848,5062,46
10849,5063,45
10850,5063,48
10851,5063,2
10852,5064,37
10853,5065,8
10854,5065,57
10855,5066,8
10856,5066,23
10857,5067,16
10858,5068,51
10859,5068,52
10860,5068,53
10861,5068,49
10862,5068,46
10863,5069,46
10864,5070,31
10865,5071,2
10866,5071,60
10867,5072,2
10868,5073,16
10869,5073,61
10870,5074,2
10871,5074,16
10872,5075,51
10873,5075,52
10874,5075,53
10875,5075,2
10876,5075,47
10877,5076,2
10878,5077,45
10879,5078,16
10880,5079,46
10881,5080,45
10882,5080,48
10883,5080,46
10884,5081,2
10885,5081,23
10886,5081,61
10887,5082,47
10888,5083,45
10889,5084,45
10890,5085,62
10891,5085,16
10892,5086,2
10893,5087,2
10894,5087,16
10895,5088,45
10896,5088,46
10897,5089,2
10898,5090,62
10899,5090,2
10900,5090,16
10901,5091,16
10902,5092,8
10903,5092,47
10904,5093,2
10905,5094,16
10906,5095,2
10907,5096,45
10908,5096,16
10909,5096,46
10910,5097,2
10911,5097,16
10912,5098,16
10913,5099,0
10914,5099,14
10915,5100,48
10916,5100,2
10917,5101,2
10918,5102,45
10919,5102,44
10920,5103,45
10921,5103,46
10922,5104,56
10923,5105,8
10924,5105,20
10925,5106,45
10926,5106,16
10927,5106,46
10928,5107,45
10929,5107,16
10930,5107,46
10931,5108,45
10932,5108,16
10933,5109,51
10934,5109,52
10935,5109,53
10936,5109,2
10937,5109,47
10938,5110,45
10939,5110,16
10940,5110,57
10941,5111,0
10942,5111,14
10943,5112,49
10944,5112,46
10945,5113,8
10946,5114,49
10947,5114,46
10948,5115,8
10949,5116,45
10950,5116,23
10951,5117,2
10952,5118,45
10953,5118,16
10954,5119,45
10955,5119,16
10956,5119,46
10957,5120,0
10958,5120,14
10959,5121,16
10960,5121,55
10961,5122,16
10962,5123,49
10963,5123,46
10964,5124,62
10965,5124,2
10966,5125,8
10967,5125,20
10968,5125,47
10969,5126,2
10970,5126,23
10971,5126,61
10972,5127,16
10973,5127,46
10974,5128,16
10975,5128,46
10976,5129,45
10977,5129,16
10978,5130,51
10979,5130,52
10980,5130,53
10981,5130,2
10982,5130,47
10983,5131,16
10984,5131,49
10985,5131,46
10986,5132,45
10987,5132,46
10988,5133,49
10989,5133,46
10990,5134,45
10991,5134,48
10992,5134,2
10993,5135,45
10994,5135,2
10995,5135,16
10996,5136,51
10997,5136,52
10998,5136,53
10999,5136,2
11000,5136,47
11001,5137,8
11002,5138,47
11003,5139,45
11004,5139,16
11005,5140,49
11006,5141,16
11007,5141,44
11008,5141,46
11009,5142,46
11010,5143,2
11011,5143,16
11012,5143,44
11013,5144,16
11014,5144,49
11015,5145,49
11016,5145,46
11017,5146,16
11018,5146,46
11019,5147,8
11020,5148,2
11021,5149,0
11022,5149,14
11023,5150,8
11024,5151,47
11025,5152,16
11026,5152,31
11027,5153,8
11028,5153,47
11029,5154,51
11030,5154,52
11031,5154,53
11032,5154,2
11033,5154,47
11034,5155,2
11035,5156,8
11036,5157,49
11037,5157,46
11038,5158,2
11039,5158,57
11040,5158,14
11041,5159,45
11042,5159,16
11043,5159,44
11044,5160,45
11045,5160,48
11046,5161,16
11047,5162,2
11048,5162,16
11049,5162,44
11050,5163,45
11051,5164,47
11052,5165,2
11053,5165,49
11054,5166,47
11055,5167,51
11056,5167,52
11057,5167,53
11058,5167,2
11059,5167,47
11060,5168,45
11061,5168,16
11062,5168,58
11063,5169,0
11064,5169,14
11065,5170,0
11066,5170,14
11067,5171,8
11068,5171,16
11069,5171,47
11070,5172,49
11071,5173,49
11072,5174,49
11073,5175,8
11074,5175,23
11075,5176,2
11076,5177,16
11077,5177,31
11078,5178,2
11079,5178,37
11080,5179,2
11081,5179,47
11082,5180,16
11083,5180,31
11084,5181,0
11085,5181,14
11086,5182,51
11087,5182,52
11088,5182,53
11089,5182,16
11090,5182,14
11091,5183,16
11092,5183,17
11093,5183,20
11094,5184,0
11095,5184,14
11096,5184,47
11097,5185,16
11098,5185,59
11099,5185,46
11100,5186,16
11101,5187,16
11102,5188,2
11103,5188,16
11104,5189,16
11105,5190,16
11106,5191,16
11107,5191,59
11108,5191,31
11109,5192,8
11110,5193,45
11111,5193,16
11112,5194,45
11113,5194,2
11114,5194,14
11115,5195,14
11116,5196,14
11117,5197,0
11118,5197,14
11119,5198,0
11120,5198,14
11121,5199,17
11122,5199,46
11123,5200,0
11124,5200,14
11125,5201,51
11126,5201,52
11127,5201,53
11128,5201,2
11129,5202,45
11130,5202,48
11131,5202,2
11132,5203,51
11133,5203,52
11134,5203,53
11135,5203,2
11136,5203,47
11137,5204,2
11138,5205,16
11139,5205,46
11140,5206,2
11141,5206,47
11142,5207,51
11143,5207,52
11144,5207,53
11145,5207,2
11146,5207,47
11147,5208,16
11148,5208,46
11149,5209,0
11150,5209,2
11151,5209,20
11152,5210,45
11153,5210,46
11154,5211,45
11155,5211,16
11156,5211,46
11157,5212,16
11158,5212,44
11159,5213,45
11160,5213,2
11161,5213,14
11162,5214,16
11163,5215,45
11164,5215,16
11165,5216,0
11166,5216,14
11167,5217,51
11168,5217,52
11169,5217,53
11170,5217,17
11171,5217,14
11172,5218,16
11173,5219,14
11174,5220,45
11175,5220,16
11176,5220,46
11177,5221,2
11178,5221,44
11179,5221,59
11180,5222,8
11181,5222,44
11182,5223,45
11183,5223,49
11184,5223,20
11185,5224,0
11186,5224,14
11187,5225,16
11188,5226,16
11189,5226,46
11190,5227,45
11191,5227,48
11192,5227,44
11193,5228,45
11194,5228,49
11195,5229,55
11196,5230,45
11197,5230,14
11198,5230,20
11199,5231,45
11200,5232,16
11201,5232,46
11202,5233,8
11203,5233,23
11204,5234,51
11205,5234,52
11206,5234,53
11207,5234,17
11208,5234,49
11209,5235,8
11210,5236,14
11211,5237,16
11212,5237,44
11213,5237,14
11214,5238,16
11215,5239,45
11216,5239,48
11217,5239,46
11218,5240,16
11219,5241,16
11220,5241,49
11221,5241,46
11222,5242,62
11223,5242,2
11224,5242,8
11225,5243,49
11226,5243,20
11227,5244,16
11228,5245,16
11229,5245,44
11230,5245,31
11231,5246,57
11232,5246,47
11233,5246,37
11234,5247,8
11235,5248,8
11236,5249,8
11237,5249,47
11238,5250,16
11239,5251,45
11240,5251,48
11241,5251,16
11242,5252,8
11243,5252,16
11244,5252,47
11245,5253,51
11246,5253,52
11247,5253,53
11248,5253,8
11249,5254,8
11250,5255,48
11251,5255,46
11252,5256,2
11253,5257,46
11254,5258,2
11255,5258,44
11256,5259,49
11257,5259,46
11258,5260,45
11259,5260,16
11260,5261,45
11261,5261,2
11262,5262,20
11263,5263,45
11264,5263,48
11265,5264,8
11266,5264,47
11267,5265,31
11268,5266,51
11269,5266,52
11270,5266,53
11271,5266,2
11272,5266,47
11273,5267,45
11274,5267,16
11275,5267,46
11276,5268,45
11277,5268,16
11278,5268,5
11279,5269,45
11280,5269,16
11281,5269,44
11282,5270,2
11283,5271,45
11284,5271,2
11285,5271,46
11286,5272,8
11287,5273,45
11288,5273,62
11289,5273,51
11290,5273,52
11291,5273,53
11292,5274,2
11293,5275,45
11294,5275,16
11295,5275,46
11296,5276,16
11297,5276,14
11298,5277,32
11299,5277,14
11300,5277,20
11301,5278,51
11302,5278,52
11303,5278,53
11304,5278,2
11305,5278,47
11306,5279,45
11307,5279,16
11308,5279,57
11309,5280,8
11310,5281,16
11311,5282,16
11312,5283,51
11313,5283,52
11314,5283,53
11315,5283,2
11316,5284,2
11317,5284,16
11318,5284,44
11319,5285,51
11320,5285,52
11321,5285,53
11322,5285,2
11323,5285,47
11324,5286,45
11325,5286,16
11326,5286,44
11327,5287,0
11328,5287,14
11329,5288,51
11330,5288,52
11331,5288,53
11332,5288,2
11333,5288,47
11334,5289,51
11335,5289,52
11336,5289,53
11337,5289,2
11338,5290,51
11339,5290,52
11340,5290,53
11341,5290,2
11342,5290,47
11343,5291,16
11344,5292,16
11345,5293,49
11346,5294,44
11347,5294,31
11348,5295,16
11349,5296,16
11350,5297,16
11351,5298,2
11352,5298,16
11353,5298,31
11354,5299,14
11355,5300,47
11356,5301,2
11357,5302,45
11358,5302,2
11359,5302,61
11360,5303,2
11361,5303,16
11362,5303,44
11363,5304,2
11364,5304,46
11365,5305,61
11366,5306,51
11367,5306,52
11368,5306,53
11369,5306,2
11370,5306,47
11371,5307,51
11372,5307,52
11373,5307,53
11374,5307,2
11375,5307,47
11376,5308,16
11377,5308,44
11378,5309,51
11379,5309,52
11380,5309,53
11381,5309,2
11382,5310,8
11383,5310,55
11384,5311,45
11385,5311,44
11386,5312,2
11387,5313,51
11388,5313,52
11389,5313,53
11390,5313,2
11391,5313,47
11392,5314,8
11393,5314,55
11394,5315,45
11395,5315,58
11396,5316,45
11397,5316,2
11398,5317,2
11399,5317,44
11400,5318,45
11401,5318,16
11402,5318,46
11403,5319,45
11404,5319,46
11405,5320,45
11406,5320,0
11407,5320,14
11408,5321,31
11409,5322,16
11410,5323,8
11411,5323,20
11412,5324,45
11413,5324,20
11414,5325,8
11415,5325,47
11416,5326,51
11417,5326,52
11418,5326,53
11419,5326,8
11420,5327,47
11421,5328,16
11422,5328,44
11423,5329,8
11424,5329,47
11425,5330,2
11426,5330,5
11427,5331,2
11428,5331,49
11429,5332,45
11430,5333,49
11431,5334,49
11432,5334,46
11433,5335,16
11434,5336,51
11435,5336,52
11436,5336,53
11437,5336,2
11438,5336,47
11439,5337,49
11440,5338,0
11441,5338,46
11442,5339,16
11443,5340,45
11444,5340,48
11445,5340,16
11446,5341,45
11447,5341,31
11448,5342,51
11449,5342,52
11450,5342,53
11451,5342,2
11452,5342,47
11453,5343,45
11454,5343,16
11455,5344,2
11456,5345,2
11457,5345,49
11458,5345,46
11459,5346,2
11460,5346,16
11461,5347,8
11462,5347,16
11463,5347,47
11464,5348,46
11465,5349,51
11466,5349,52
11467,5349,53
11468,5349,2
11469,5349,47
11470,5350,62
11471,5350,16
11472,5351,2
11473,5351,16
11474,5352,45
11475,5352,48
11476,5352,2
11477,5353,8
11478,5353,47
11479,5354,62
11480,5354,51
11481,5354,52
11482,5354,53
11483,5354,2
11484,5355,16
11485,5355,44
11486,5356,8
11487,5356,47
11488,5357,16
11489,5357,46
11490,5358,47
11491,5359,2
11492,5359,16
11493,5359,47
11494,5360,45
11495,5360,16
11496,5361,8
11497,5362,8
11498,5363,51
11499,5363,52
11500,5363,53
11501,5363,2
11502,5363,8
11503,5364,8
11504,5364,47
11505,5364,23
11506,5365,51
11507,5365,52
11508,5365,53
11509,5365,16
11510,5366,14
11511,5367,8
11512,5367,23
11513,5368,8
11514,5369,8
11515,5370,45
11516,5370,16
11517,5370,44
11518,5371,45
11519,5371,46
11520,5372,16
11521,5372,31
11522,5372,37
11523,5373,2
11524,5373,16
11525,5373,44
11526,5374,37
11527,5375,16
11528,5376,51
11529,5376,52
11530,5376,53
11531,5376,2
11532,5376,47
11533,5377,51
11534,5377,52
11535,5377,53
11536,5377,2
11537,5377,47
11538,5378,49
11539,5379,46
11540,5380,48
11541,5380,37
11542,5381,45
11543,5382,16
11544,5382,49
11545,5382,46
11546,5383,49
11547,5383,46
11548,5384,2
11549,5384,16
11550,5385,2
11551,5385,31
11552,5386,2
11553,5386,31
11554,5387,2
11555,5387,31
11556,5388,56
11557,5389,56
11558,5390,56
11559,5391,56
11560,5392,48
11561,5392,16
11562,5393,45
11563,5393,16
11564,5393,46
11565,5394,45
11566,5394,48
11567,5394,46
11568,5395,14
11569,5396,49
11570,5396,44
11571,5396,46
11572,5397,8
11573,5397,16
11574,5398,49
11575,5398,46
11576,5399,45
11577,5399,46
11578,5400,8
11579,5400,57
11580,5400,47
11581,5401,16
11582,5402,48
11583,5402,16
11584,5402,31
11585,5403,2
11586,5403,16
11587,5403,61
11588,5404,45
11589,5404,46
11590,5405,16
11591,5406,51
11592,5406,52
11593,5406,53
11594,5406,2
11595,5406,47
11596,5407,2
11597,5407,16
11598,5407,31
11599,5408,2
11600,5408,31
11601,5409,2
11602,5410,0
11603,5410,14
11604,5411,8
11605,5411,47
11606,5412,51
11607,5412,52
11608,5412,53
11609,5412,2
11610,5412,47
11611,5413,16
11612,5414,14
11613,5415,2
11614,5415,16
11615,5416,8
11616,5416,16
11617,5416,49
11618,5417,16
11619,5418,49
11620,5418,46
11621,5419,16
11622,5420,0
11623,5420,14
11624,5421,45
11625,5422,51
11626,5422,52
11627,5422,53
11628,5422,2
11629,5422,16
11630,5423,45
11631,5423,2
11632,5423,46
11633,5424,2
11634,5424,16
11635,5425,0
11636,5425,55
11637,5426,2
11638,5426,16
11639,5426,57
11640,5427,16
11641,5427,46
11642,5428,16
11643,5428,46
11644,5429,16
11645,5429,37
11646,5430,8
11647,5430,16
11648,5431,49
11649,5431,46
11650,5432,8
11651,5433,46
11652,5434,46
11653,5435,2
11654,5435,14
11655,5435,59
11656,5436,8
11657,5436,57
11658,5436,47
11659,5437,16
11660,5438,20
